unified_customer_id,telco_customer_id,action_status,churn_label,predicted_churn_probability,predicted_churn_label,churn_risk_segment,retention_priority,customer_value_segment,monthly_charges,estimated_customer_lifetime_value,monthly_revenue_at_risk,primary_recommendation,secondary_recommendation,recommendation_reason,risk_driver_summary,expected_save_rate,estimated_action_cost,estimated_gross_mrr_saved,estimated_net_mrr_impact,annualized_net_revenue_impact,tenure,tenure_segment,contract,payment_method,payment_risk_score,inactivity_days,activity_status,engagement_score,customer_health_score,support_ticket_count,open_ticket_count,critical_ticket_count,low_satisfaction_ticket_count,complaint_frequency,support_burden_score,avg_satisfaction_rating,prediction_scope,best_model_name
CUST0005308,7501-VTYLJ,active_retention,0,0.54312119282542,1,medium risk,P2 medium,low_value,51.55,103.1,28.0,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,6.72,6.72,80.64,2,0_6_months,month_to_month,mailed_check,0.35,28.0,active_0_30_days,0.4368,0.4631,4.0,3.0,0.0,0.0,0.5,0.383,3.0,full_model_scoring,logistic_regression
CUST0000505,0734-OXWBT,active_retention,0,0.5429180870253876,1,medium risk,P2 medium,low_value,70.7,212.1,38.38,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,9.21,9.21,110.52,3,0_6_months,month_to_month,mailed_check,0.35,22.0,active_0_30_days,0.4388,0.4993,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0000949,1373-ORVIZ,winback_review,1,0.542691894213594,1,medium risk,P2 medium,emerging_value,66.35,729.8499999999999,36.01,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,10.26,10.26,123.12,11,7_12_months,month_to_month,electronic_check,1.0,189.0,inactive_90_plus_days,0.3374,0.317,2.0,1.0,1.0,1.0,1.0,0.3635,2.0,full_model_scoring,logistic_regression
CUST0003774,5311-IHLEI,active_retention,0,0.5423667030527118,1,medium risk,P2 medium,emerging_value,50.95,611.4000000000001,27.63,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,7.87,7.87,94.44,12,7_12_months,month_to_month,bank_transfer_automatic,0.55,7.0,active_0_30_days,0.4518,0.4833,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,holdout_prediction_output,logistic_regression
CUST0005714,8048-DSDFQ,active_retention,0,0.5419062561047925,1,medium risk,P2 medium,low_value,20.2,20.2,10.95,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,2.63,2.63,31.56,1,0_6_months,month_to_month,mailed_check,0.35,8.0,active_0_30_days,0.4473,0.4602,2.0,1.0,1.0,1.0,1.0,0.4033,1.0,holdout_prediction_output,logistic_regression
CUST0003649,5156-UMKOW,active_retention,0,0.541557242936836,1,medium risk,P2 medium,low_value,29.65,88.94999999999999,16.06,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,3.85,3.85,46.2,3,0_6_months,month_to_month,mailed_check,0.35,13.0,active_0_30_days,0.4485,0.4893,2.0,1.0,1.0,0.0,1.0,0.3053,3.0,full_model_scoring,logistic_regression
CUST0003094,4432-ADRLB,winback_review,1,0.5413756530248183,1,medium risk,P2 medium,low_value,44.65,89.3,24.17,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, early tenure",0.22,10.0,4.25,-5.75,-69.0,2,0_6_months,month_to_month,mailed_check,0.35,404.0,inactive_90_plus_days,0.2068,0.4669,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0004160,5882-CMAZQ,active_retention,0,0.5413567392147605,1,medium risk,P2 medium,low_value,34.25,171.25,18.54,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, early tenure",0.3,0.0,4.45,4.45,53.4,5,0_6_months,month_to_month,electronic_check,0.8,31.0,active_31_90_days,0.4314,0.3956,2.0,1.0,1.0,0.0,1.0,0.3097,4.0,full_model_scoring,logistic_regression
CUST0006888,9780-FKVVF,active_retention,0,0.5409144235218265,1,medium risk,P2 medium,low_value,59.15,354.9,32.0,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,7.68,7.68,92.16,6,0_6_months,month_to_month,bank_transfer_automatic,0.55,0.0,no_activity,0.0,0.2609,3.0,3.0,0.0,0.0,0.6666666666666666,0.3664,3.0,holdout_prediction_output,logistic_regression
CUST0001321,1963-VAUKV,winback_review,1,0.5409034329395165,1,medium risk,P2 medium,low_value,20.4,20.4,11.03,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,2.65,2.65,31.8,1,0_6_months,month_to_month,mailed_check,0.35,59.0,active_31_90_days,0.4182,0.4793,2.0,1.0,0.0,1.0,1.0,0.2803,1.0,full_model_scoring,logistic_regression
CUST0003704,5208-HFSBT,winback_review,1,0.5407777442168281,1,medium risk,P2 medium,low_value,55.05,110.1,29.77,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,7.14,7.14,85.68,2,0_6_months,month_to_month,credit_card_automatic,0.55,39.0,active_31_90_days,0.431,0.4105,1.0,0.0,1.0,1.0,1.0,0.4244,2.0,full_model_scoring,logistic_regression
CUST0006598,9374-YOLBJ,active_retention,0,0.5406117506323316,1,medium risk,P2 medium,low_value,19.25,19.25,10.41,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,2.5,2.5,30.0,1,0_6_months,month_to_month,electronic_check,0.8,107.0,inactive_90_plus_days,0.3848,0.3296,5.0,4.0,0.0,0.0,0.8,0.4656,4.0,full_model_scoring,logistic_regression
CUST0005879,8263-OKETD,active_retention,0,0.5399907061327858,1,medium risk,P2 medium,emerging_value,68.9,1378.0,37.21,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.",support friction,0.3,0.0,10.6,10.6,127.2,20,13_24_months,month_to_month,credit_card_automatic,0.55,38.0,active_31_90_days,0.4285,0.5076,1.0,0.0,0.0,1.0,1.0,0.1817,1.0,full_model_scoring,logistic_regression
CUST0000230,0356-ERHVT,active_retention,0,0.539822257163286,1,medium risk,P2 medium,emerging_value,45.9,504.9,24.78,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, early tenure",0.22,10.0,5.18,-4.82,-57.84,11,7_12_months,month_to_month,bank_transfer_automatic,0.55,143.0,inactive_90_plus_days,0.3656,0.5092,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0001188,1750-CSKKM,winback_review,1,0.5385396000594609,1,medium risk,P2 medium,emerging_value,55.35,498.15,29.81,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, payment risk, early tenure",0.22,10.0,6.23,-3.77,-45.24,9,7_12_months,month_to_month,electronic_check,0.8,182.0,inactive_90_plus_days,0.3434,0.4461,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0005248,7396-VJUZB,active_retention,0,0.5378719338474726,1,medium risk,P2 medium,low_value,45.25,181.0,24.34,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,5.84,5.84,70.08,4,0_6_months,month_to_month,mailed_check,0.35,3.0,active_0_30_days,0.4613,0.4708,2.0,2.0,1.0,0.0,1.0,0.4081,3.0,full_model_scoring,logistic_regression
CUST0004644,6551-GNYDG,active_retention,0,0.5375581198480855,1,medium risk,P2 medium,emerging_value,80.9,1132.6,43.49,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.",support friction,0.3,0.0,12.39,12.39,148.68,14,13_24_months,month_to_month,bank_transfer_automatic,0.55,6.0,active_0_30_days,0.4588,0.4902,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0004993,7017-VFULY,active_retention,0,0.53628412442033,1,medium risk,P2 medium,low_value,20.1,40.2,10.78,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,2.59,2.59,31.08,2,0_6_months,month_to_month,bank_transfer_automatic,0.35,16.0,active_0_30_days,0.4588,0.4594,3.0,3.0,1.0,0.0,1.0,0.4331,3.0,full_model_scoring,logistic_regression
CUST0001810,2640-LYMOV,active_retention,0,0.5356661463048378,1,medium risk,P2 medium,low_value,19.65,39.3,10.53,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, early tenure",0.3,0.0,2.53,2.53,30.36,2,0_6_months,month_to_month,mailed_check,0.55,265.0,inactive_90_plus_days,0.2891,0.4146,1.0,0.0,0.0,1.0,0.0,0.1808,1.0,full_model_scoring,logistic_regression
CUST0003332,4745-LSPLO,winback_review,1,0.5353113642257423,1,medium risk,P2 medium,low_value,20.5,20.5,10.97,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,2.63,2.63,31.56,1,0_6_months,month_to_month,mailed_check,0.35,48.0,active_31_90_days,0.4226,0.4991,1.0,0.0,0.0,1.0,1.0,0.2079,1.0,full_model_scoring,logistic_regression
CUST0001119,1635-FJFCC,active_retention,0,0.5352432434164222,1,medium risk,P2 medium,low_value,44.05,220.25,23.58,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,5.66,5.66,67.92,5,0_6_months,month_to_month,credit_card_automatic,0.55,57.0,active_31_90_days,0.4204,0.4241,3.0,2.0,0.0,1.0,0.3333333333333333,0.3781,1.0,full_model_scoring,logistic_regression
CUST0001943,2817-NTQDO,winback_review,1,0.5350021328745985,1,medium risk,P2 medium,emerging_value,45.55,592.15,24.37,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction",0.3,0.0,6.95,6.95,83.4,13,13_24_months,month_to_month,credit_card_automatic,0.55,211.0,inactive_90_plus_days,0.3241,0.3843,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0004587,6469-QJKZW,active_retention,0,0.534927428284818,1,medium risk,P2 medium,low_value,20.15,80.6,10.78,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, early tenure",0.3,0.0,2.59,2.59,31.08,4,0_6_months,month_to_month,electronic_check,0.8,52.0,active_31_90_days,0.4212,0.4082,1.0,0.0,1.0,0.0,1.0,0.2343,3.0,full_model_scoring,logistic_regression
CUST0003904,5493-SDRDQ,winback_review,1,0.5342144080835475,1,medium risk,P2 medium,low_value,55.1,110.2,29.44,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,7.07,7.07,84.84,2,0_6_months,month_to_month,mailed_check,0.55,29.0,active_0_30_days,0.439,0.4573,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0004716,6646-JPPHA,active_retention,0,0.5339582065367298,1,medium risk,P2 medium,emerging_value,78.85,1103.9,42.1,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,payment risk,0.14,1.0,5.6,4.6,55.2,14,13_24_months,month_to_month,electronic_check,0.8,73.0,active_31_90_days,0.4155,0.4854,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0005958,8399-YNDCH,winback_review,1,0.5339519151299938,1,medium risk,P2 medium,emerging_value,60.05,1261.05,32.06,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,low engagement,0.18,2.5,5.48,2.98,35.76,21,13_24_months,month_to_month,bank_transfer_automatic,0.55,199.0,inactive_90_plus_days,0.3294,0.5155,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0000550,0811-GSDTP,active_retention,0,0.533645988642801,1,medium risk,P2 medium,low_value,30.15,391.95,16.09,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk",0.3,0.0,3.86,3.86,46.32,13,13_24_months,month_to_month,electronic_check,0.8,41.0,active_31_90_days,0.4281,0.3759,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0002280,3258-SANFR,active_retention,0,0.5331164847971785,1,medium risk,P2 medium,low_value,44.7,268.20000000000005,23.83,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, early tenure",0.22,10.0,4.19,-5.81,-69.72,6,0_6_months,month_to_month,credit_card_automatic,0.35,184.0,inactive_90_plus_days,0.3517,0.5332,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0002979,4256-ZWTZI,active_retention,0,0.532867231667929,1,medium risk,P2 medium,low_value,51.0,255.0,27.18,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, early tenure",0.22,10.0,4.78,-5.22,-62.64,5,0_6_months,month_to_month,mailed_check,0.55,700.0,inactive_90_plus_days,0.0232,0.3597,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0000665,0970-QXPXW,active_retention,0,0.532824758597538,1,medium risk,P2 medium,low_value,19.65,19.65,10.47,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,2.51,2.51,30.12,1,0_6_months,month_to_month,mailed_check,0.35,312.0,inactive_90_plus_days,0.2615,0.3742,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,holdout_prediction_output,logistic_regression
CUST0005776,8124-NZVGJ,active_retention,0,0.5327789200966392,1,medium risk,P2 medium,low_value,49.25,295.5,26.24,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,6.3,6.3,75.6,6,0_6_months,one_year,mailed_check,0.2,148.0,inactive_90_plus_days,0.3607,0.5043,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0002176,3113-IWHLC,active_retention,0,0.5317831134959341,1,medium risk,P2 medium,low_value,55.8,279.0,29.67,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,7.12,7.12,85.44,5,0_6_months,month_to_month,mailed_check,0.55,476.0,inactive_90_plus_days,0.1612,0.344,3.0,1.0,0.0,1.0,0.6666666666666666,0.2835,2.5,full_model_scoring,logistic_regression
CUST0000742,1089-HDMKP,active_retention,0,0.5315292960808911,1,medium risk,P2 medium,emerging_value,54.55,600.05,28.99,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,8.26,8.26,99.12,11,7_12_months,month_to_month,electronic_check,1.0,725.0,inactive_90_plus_days,0.008,0.2137,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0005550,7814-LEEVE,active_retention,0,0.5312975828259342,1,medium risk,P2 medium,low_value,20.3,20.3,10.79,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,2.59,2.59,31.08,1,0_6_months,month_to_month,bank_transfer_automatic,0.55,43.0,active_31_90_days,0.4245,0.4046,3.0,2.0,1.0,1.0,1.0,0.429,1.0,full_model_scoring,logistic_regression
CUST0002685,3807-XHCJH,active_retention,0,0.531281080642162,1,medium risk,P2 medium,low_value,20.0,20.0,10.63,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, early tenure",0.3,0.0,2.55,2.55,30.6,1,0_6_months,month_to_month,electronic_check,0.8,71.0,active_31_90_days,0.4136,0.3951,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0004085,5766-ZJYBB,winback_review,1,0.5312646134873622,1,medium risk,P2 medium,low_value,19.4,19.4,10.31,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,2.47,2.47,29.64,1,0_6_months,month_to_month,mailed_check,0.35,56.0,active_31_90_days,0.4219,0.5056,2.0,1.0,0.0,0.0,1.0,0.181,3.0,full_model_scoring,logistic_regression
CUST0003667,5175-AOBHI,winback_review,1,0.5305034995039326,1,medium risk,P2 medium,low_value,46.0,184.0,24.4,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,5.86,5.86,70.32,4,0_6_months,month_to_month,mailed_check,0.55,34.0,active_31_90_days,0.4353,0.3975,3.0,3.0,2.0,0.0,0.6666666666666666,0.4998,3.0,full_model_scoring,logistic_regression
CUST0004863,6854-EXGSF,active_retention,0,0.5301021982348338,1,medium risk,P2 medium,emerging_value,65.5,524.0,34.72,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,9.9,9.9,118.8,8,7_12_months,month_to_month,bank_transfer_automatic,0.55,395.0,inactive_90_plus_days,0.2113,0.3287,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0002336,3345-JHUEO,active_retention,0,0.5299329725670157,1,medium risk,P2 medium,low_value,20.2,80.8,10.7,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, early tenure",0.3,0.0,2.57,2.57,30.84,4,0_6_months,month_to_month,electronic_check,1.0,70.0,active_31_90_days,0.4117,0.3606,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0002507,3583-KRKMD,active_retention,0,0.5297698780092092,1,medium risk,P2 medium,emerging_value,75.9,1366.2,40.21,monitor customer health,next-best-action review,Customer does not currently show a dominant intervention trigger.,routine monitoring,0.05,0.0,1.91,1.91,22.92,18,13_24_months,month_to_month,bank_transfer_automatic,0.55,30.0,active_0_30_days,0.4501,0.5575,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0004351,6133-OZILE,active_retention,0,0.5297051686347255,1,medium risk,P2 medium,emerging_value,35.2,633.6,18.65,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,"low engagement, payment risk",0.18,2.5,3.19,0.69,8.28,18,13_24_months,month_to_month,electronic_check,1.0,134.0,inactive_90_plus_days,0.3706,0.4357,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0005614,7905-NJMXS,active_retention,0,0.5294527932809812,1,medium risk,P2 medium,emerging_value,64.2,449.4,33.99,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, payment risk, early tenure",0.22,10.0,7.1,-2.9,-34.8,7,7_12_months,month_to_month,electronic_check,0.8,567.0,inactive_90_plus_days,0.105,0.3466,0.0,0.0,0.0,0.0,0.0,0.0,3.0,holdout_prediction_output,logistic_regression
CUST0000681,1000-AJSLD,winback_review,1,0.5293218999108369,1,medium risk,P2 medium,low_value,20.1,20.1,10.64,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,early tenure,0.22,10.0,1.87,-8.13,-97.56,1,0_6_months,month_to_month,mailed_check,0.55,0.0,active_0_30_days,0.4607,0.5264,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0000759,1100-DDVRV,active_retention,0,0.5292813369810216,1,medium risk,P2 medium,emerging_value,49.8,846.5999999999999,26.36,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.",support friction,0.3,0.0,7.51,7.51,90.12,17,13_24_months,month_to_month,mailed_check,0.55,2.0,active_0_30_days,0.4556,0.4556,2.0,2.0,1.0,0.0,1.0,0.4081,3.0,full_model_scoring,logistic_regression
CUST0003858,5424-RLQLC,active_retention,0,0.5276347060580118,1,medium risk,P2 medium,emerging_value,59.65,596.5,31.47,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,8.97,8.97,107.64,10,7_12_months,month_to_month,mailed_check,0.55,58.0,active_31_90_days,0.4198,0.4663,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0004437,6253-WRFHY,active_retention,0,0.5275772558244772,1,medium risk,P2 medium,emerging_value,64.75,841.75,34.16,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk",0.3,0.0,9.74,9.74,116.88,13,13_24_months,one_year,electronic_check,0.65,9.0,active_0_30_days,0.4822,0.4328,1.0,0.0,1.0,1.0,1.0,0.4285,2.0,full_model_scoring,logistic_regression
CUST0001949,2826-DXLQO,active_retention,0,0.5266432800070513,1,medium risk,P2 medium,low_value,29.8,208.6,15.69,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,3.77,3.77,45.24,7,7_12_months,month_to_month,bank_transfer_automatic,0.35,401.0,inactive_90_plus_days,0.2077,0.4152,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0000168,0268-QKIWO,winback_review,1,0.5261925413716145,1,medium risk,P2 medium,low_value,19.75,59.25,10.39,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, early tenure",0.3,0.0,2.49,2.49,29.88,3,0_6_months,month_to_month,electronic_check,0.8,84.0,active_31_90_days,0.4011,0.3696,3.0,2.0,1.0,0.0,1.0,0.3482,5.0,full_model_scoring,logistic_regression
CUST0003097,4439-YRNVD,active_retention,0,0.5251297585486309,1,medium risk,P2 medium,low_value,36.25,362.5,19.04,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, payment risk, early tenure",0.22,10.0,3.35,-6.65,-79.8,10,7_12_months,month_to_month,electronic_check,0.8,248.0,inactive_90_plus_days,0.301,0.4177,1.0,0.0,0.0,0.0,0.0,0.0543,4.0,holdout_prediction_output,logistic_regression
CUST0000589,0867-LDTTC,active_retention,0,0.5246203587629811,1,medium risk,P2 medium,low_value,75.15,375.75,39.43,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, early tenure",0.22,10.0,6.94,-3.06,-36.72,5,0_6_months,month_to_month,bank_transfer_automatic,0.35,178.0,inactive_90_plus_days,0.3436,0.5279,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0002705,3845-JHAMY,active_retention,0,0.5242964731981814,1,medium risk,P2 medium,emerging_value,35.5,568.0,18.61,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.",support friction,0.3,0.0,5.3,5.3,63.6,16,13_24_months,month_to_month,credit_card_automatic,0.55,24.0,active_0_30_days,0.4409,0.4727,2.0,2.0,0.0,0.0,1.0,0.3081,3.0,full_model_scoring,logistic_regression
CUST0006750,9578-VRMNM,winback_review,1,0.5240212193474405,1,medium risk,P2 medium,emerging_value,65.2,1043.2,34.17,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction",0.3,0.0,9.74,9.74,116.88,16,13_24_months,month_to_month,credit_card_automatic,0.55,0.0,no_activity,0.0,0.2704,2.0,1.0,1.0,1.0,1.0,0.4118,2.0,full_model_scoring,logistic_regression
CUST0002834,4026-SKKHW,active_retention,0,0.523619887729956,1,medium risk,P2 medium,low_value,50.25,150.75,26.31,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,6.31,6.31,75.72,3,0_6_months,month_to_month,mailed_check,0.55,17.0,active_0_30_days,0.4546,0.4261,2.0,2.0,1.0,0.0,1.0,0.4081,3.0,full_model_scoring,logistic_regression
CUST0006042,8562-GHPPI,active_retention,0,0.5234463877592432,1,medium risk,P2 medium,low_value,19.8,19.8,10.36,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,2.49,2.49,29.88,1,0_6_months,month_to_month,credit_card_automatic,0.35,623.0,inactive_90_plus_days,0.0703,0.3478,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0005148,7243-LCGGZ,active_retention,0,0.5232822216065462,1,medium risk,P2 medium,low_value,20.9,20.9,10.94,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,2.63,2.63,31.56,1,0_6_months,month_to_month,mailed_check,0.35,384.0,inactive_90_plus_days,0.2166,0.3986,3.0,0.0,1.0,1.0,1.0,0.2805,4.0,full_model_scoring,logistic_regression
CUST0004720,6648-INWPS,active_retention,0,0.5227325709684799,1,medium risk,P2 medium,low_value,20.15,322.4,10.53,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk",0.3,0.0,2.53,2.53,30.36,16,13_24_months,month_to_month,electronic_check,0.8,142.0,inactive_90_plus_days,0.3656,0.4046,2.0,0.0,0.0,2.0,1.0,0.2597,1.5,holdout_prediction_output,logistic_regression
CUST0001830,2668-TZSPS,active_retention,0,0.522313067160349,1,medium risk,P2 medium,low_value,20.45,20.45,10.68,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,2.56,2.56,30.72,1,0_6_months,month_to_month,mailed_check,0.35,50.0,active_31_90_days,0.4344,0.4448,1.0,0.0,1.0,1.0,1.0,0.444,1.0,full_model_scoring,logistic_regression
CUST0005646,7963-GQRMY,winback_review,1,0.5216057834188147,1,medium risk,P2 medium,low_value,44.3,132.89999999999998,23.11,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,5.55,5.55,66.6,3,0_6_months,month_to_month,mailed_check,0.35,34.0,active_31_90_days,0.4335,0.4472,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0002217,3173-NVMPX,active_retention,0,0.5214948912619506,1,medium risk,P2 medium,emerging_value,55.3,497.7,28.84,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,early tenure,0.22,10.0,6.03,-3.97,-47.64,9,7_12_months,month_to_month,mailed_check,0.55,3.0,active_0_30_days,0.4717,0.5474,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
